City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
242,boa vista,2.8197,-60.6733,82.38,78,40,3.44,BR,1684705421
243,linden,6.0,-58.3,77.47,93,100,4.56,GY,1684705421
244,pico truncado,-46.7949,-67.9573,42.64,70,2,25.08,AR,1684705421
245,ciudad lazaro cardenas,17.9583,-102.2,87.94,64,71,9.1,MX,1684705421
246,jatibarang,-6.4747,108.3153,74.93,80,3,5.01,ID,1684705421
247,konarka,19.9,86.1167,82.8,89,44,18.63,IN,1684705421
248,kedougou,12.5579,-12.1743,95.58,43,20,0.0,SN,1684705421
249,kuala belait,4.5833,114.1833,78.96,89,100,3.22,BN,1684705421
250,haiku-pauwela,20.9219,-156.3051,84.22,48,40,17.27,US,1684705421
251,sitka,57.0531,-135.33,55.29,58,100,13.8,US,1684705421
252,suva,-18.1416,178.4415,81.88,78,20,4.61,FJ,1684705421
253,barclayville,4.6797,-8.2339,78.24,87,81,2.95,LR,1684705421
254,taro,-8.3862,115.28,71.6,95,66,1.9,ID,1684705421
255,howrah,22.5892,88.3103,80.6,78,40,8.05,IN,1684705422
256,nagqu,31.5,92.0,24.12,93,100,2.84,CN,1684705422
257,makhambet,47.6667,51.5833,68.07,53,100,16.71,KZ,1684705422
258,fortuna,40.5982,-124.1573,62.92,85,100,10.36,US,1684705422
259,bandarbeyla,9.4942,50.8122,81.41,85,96,9.26,SO,1684705422
260,margate,51.3813,1.3862,54.9,82,11,7.0,GB,1684705422
261,juybar,36.6412,52.9124,69.96,73,72,8.32,IR,1684705422
262,rabaul,-4.1967,152.1721,77.11,88,100,1.36,PG,1684705422
263,beipiao,41.7919,120.7792,59.63,33,31,2.93,CN,1684705422
264,argo,37.6333,22.7333,61.79,85,93,2.95,GR,1684705422
265,fisterra,42.9049,-9.2629,62.02,83,5,20.92,ES,1684705422
266,jinghong,21.991,100.7341,71.6,60,0,2.77,CN,1684705422
267,lihue,21.9789,-159.3672,81.64,77,40,9.22,US,1684705397
268,salalah,17.0151,54.0924,84.29,84,40,9.22,OM,1684705423
269,kongolo,-5.3833,27.0,74.64,66,13,1.66,CD,1684705423
270,arraial do cabo,-22.9661,-42.0278,73.26,78,40,17.27,BR,1684705423
271,faqirwali,29.4663,73.034,95.31,21,4,8.99,PK,1684705423
272,kencong,-8.2833,113.3667,71.56,91,19,2.75,ID,1684705423
273,hepo,23.4308,115.8299,76.96,97,87,2.46,CN,1684705423
274,tsiombe,-25.3,45.4833,64.27,90,0,5.19,MG,1684705423
275,luba,3.4568,8.5547,78.69,88,100,9.01,GQ,1684705424
276,mejit,10.2753,170.8646,81.5,84,77,15.57,MH,1684705424
277,saint-francois,46.4154,3.9054,61.97,90,75,2.3,FR,1684705321
278,kalmthout,51.3846,4.4742,62.89,82,100,4.61,BE,1684705424
279,taltal,-25.4,-70.4833,63.64,79,91,2.01,CL,1684705424
280,hamilton,39.1834,-84.5333,78.44,40,0,10.36,US,1684705403
281,ojinaga,29.5667,-104.4167,90.57,30,0,0.0,MX,1684705424
282,san patricio,28.017,-97.5169,84.15,65,50,12.62,US,1684705424
283,kvissleby,62.2936,17.375,42.64,71,0,1.66,SE,1684705424
284,xai-xai,-25.0519,33.6442,67.48,66,0,6.44,MZ,1684705424
285,longboat key,27.4125,-82.659,89.06,66,75,6.91,US,1684705424
286,port blair,11.6667,92.75,80.64,89,40,2.3,IN,1684705424
287,marovoay,-16.1,46.6333,70.9,82,20,3.11,MG,1684705424
288,mabaruma,8.2,-59.7833,75.15,99,100,2.33,GY,1684705424
289,mahina,-17.5065,-149.489,85.77,74,20,8.05,PF,1684705425
290,pechora,65.1472,57.2244,44.6,66,57,3.85,RU,1684705425
291,hadibu,12.65,54.0333,84.63,69,71,5.1,YE,1684705425
292,mugia,43.1041,-9.2179,62.17,87,10,21.97,ES,1684705425
293,lompoc,34.6391,-120.4579,79.02,80,100,15.01,US,1684705425
294,sisimiut,66.9395,-53.6735,30.83,73,56,2.21,GL,1684705425
295,la ronge,55.1001,-105.2842,57.45,38,100,11.5,CA,1684705425
296,kavaratti,10.5669,72.642,85.62,67,41,7.72,IN,1684705425
297,khanty-mansiysk,61.0042,69.0019,51.91,71,0,4.47,RU,1684705425
298,susuman,62.7833,148.1667,35.55,70,86,8.14,RU,1684705425
299,port douglas,-16.4833,145.4667,72.34,66,70,14.2,AU,1684705239
300,port macquarie,-31.4333,152.9167,48.88,66,20,9.08,AU,1684705425
301,orlovskiy,46.8714,42.0592,58.17,68,100,10.94,RU,1684705425
302,cafayate,-26.073,-65.9761,65.84,23,0,2.77,AR,1684705425
303,antofagasta,-23.65,-70.4,63.68,83,20,8.43,CL,1684705360
304,clearlake,38.9582,-122.6264,88.27,34,100,6.67,US,1684705426
305,mili,6.0815,171.735,83.66,82,100,16.84,MH,1684705426
306,vilyuysk,63.7553,121.6247,30.36,53,8,10.02,RU,1684705426
307,new plymouth,-39.0667,174.0833,57.81,39,79,10.31,NZ,1684705426
308,piedras negras,28.7,-100.5167,79.38,70,40,9.22,MX,1684705426
309,saudarkrokur,65.7461,-19.6394,39.4,68,100,17.0,IS,1684705426
310,banda aceh,5.5577,95.3222,80.74,81,60,9.08,ID,1684705426
311,phalaborwa,-23.943,31.1411,69.08,33,0,5.86,ZA,1684705426
312,ocean city,39.2776,-74.5746,74.17,49,23,5.01,US,1684705353
313,englewood,39.6478,-104.9878,77.23,31,75,8.05,US,1684705355
314,heihe,50.2441,127.4902,48.78,54,8,12.66,CN,1684705426
315,labuan,5.2767,115.2417,77.36,94,20,0.0,MY,1684705426
316,pindi bhattian,31.8978,73.273,89.53,13,25,6.06,PK,1684705426
317,sejny,54.108,23.347,54.07,75,27,4.43,PL,1684705427
318,al kawa,13.7463,32.4996,87.17,9,0,9.82,SD,1684705427
319,hanceville,34.0607,-86.7675,80.51,57,100,5.73,US,1684705427
320,vallegrande,-18.4897,-64.1069,60.06,87,0,6.24,BO,1684705427
321,alofi,-19.0595,-169.9187,78.69,83,100,11.5,NU,1684705137
322,foca,38.6703,26.7566,66.07,79,62,3.42,TR,1684705427
323,hazorasp,41.3194,61.0742,69.64,26,96,12.91,UZ,1684705427
324,egilsstadir,65.2653,-14.3948,48.11,61,75,18.41,IS,1684705427
325,gizo,-8.103,156.8419,82.89,76,100,7.45,SB,1684705427
326,bulgan,48.8125,103.5347,40.24,69,79,2.39,MN,1684705427
327,gamba,-2.65,10.0,75.36,87,94,4.23,GA,1684705427
328,myrina,39.8797,25.0742,61.84,77,20,4.61,GR,1684705427
329,shitanjing,39.2342,106.3439,48.15,25,22,3.36,CN,1684705428
330,naze,28.3667,129.4833,68.92,84,97,4.03,JP,1684705428
331,chilpancingo,17.55,-99.5,80.26,49,99,3.94,MX,1684705428
332,leppavirta,62.4901,27.7826,54.95,63,100,2.53,FI,1684705428
333,mossel bay,-34.1831,22.146,49.93,64,100,2.19,ZA,1684705428
334,coruripe,-10.1256,-36.1756,75.97,90,22,10.42,BR,1684705428
335,constitucion,-35.3333,-72.4167,54.45,95,100,15.21,CL,1684705428
336,puttalam,8.0362,79.8283,82.15,79,18,14.23,LK,1684705428
337,swan hill,-35.3378,143.5544,43.57,84,1,4.94,AU,1684705428
338,pokhara,28.2333,83.9833,72.16,44,16,6.8,NP,1684705428
339,nieuw nickerie,5.95,-56.9833,79.56,89,100,12.1,SR,1684705428
340,lepsy,46.235,78.9456,58.5,71,79,9.44,KZ,1684705428
341,al bawiti,28.3492,28.8659,77.5,18,0,10.0,EG,1684705429
342,al muwayh,22.4333,41.7583,78.64,19,2,8.21,SA,1684705429
343,pervomayskoye,43.919,46.7102,63.45,84,100,3.87,RU,1684705429
344,mitsamiouli,-11.3847,43.2844,79.77,77,8,5.1,KM,1684705429
345,uturoa,-16.7333,-151.4333,81.32,73,16,3.06,PF,1684705429
346,imperatriz,-5.5264,-47.4917,76.93,85,42,3.53,BR,1684705429
347,nemuro,43.3236,145.575,46.18,96,72,8.1,JP,1684705290
348,laughlin,35.1678,-114.573,101.91,18,40,10.0,US,1684705429
349,ta`u,-14.2336,-169.5144,82.38,78,78,12.73,AS,1684705429
350,tanabi,-20.6264,-49.6492,79.02,55,75,4.94,BR,1684705429
351,ola,59.5833,151.2833,37.15,89,100,1.86,RU,1684705429
352,hilo,19.7297,-155.09,84.27,78,75,8.05,US,1684705429
353,cosala,24.4125,-106.6908,103.26,11,1,12.26,MX,1684705429
354,kyzyl-suu,42.3414,78.0056,48.22,79,100,3.71,KG,1684705429
355,qulsary,46.9531,54.0198,70.09,48,100,13.53,KZ,1684705429
356,ibipeba,-11.6408,-42.0111,71.11,49,0,8.16,BR,1684705430
357,mermoz boabab,14.7065,-17.4758,75.76,83,0,13.8,SN,1684705221
358,tumpat,6.1978,102.171,78.78,94,20,2.3,MY,1684705430
359,vadso,70.0744,29.7487,54.48,66,0,9.22,NO,1684705430
360,punta cana,18.5818,-68.4043,82.17,78,100,9.22,DO,1684705430
361,cortez,37.3489,-108.5859,52.56,82,100,14.97,US,1684705430
362,cockburn town,21.4612,-71.1419,80.83,74,11,10.11,TC,1684705430
363,nyrsko,49.2939,13.1435,63.27,71,45,5.91,CZ,1684705430
364,coquimbo,-29.9533,-71.3436,60.53,77,0,10.36,CL,1684705329
